伝票番号,明細番号,要求明細番号,営業日付,開店回数,店舗コード,店舗名,明細区分,商品コード,バーコード,商品名,仕入先名,部門名,分類１名,原価,商品管理区分,標準金額,標準税額,税率,販売金額,販売税額,数量,小計金額,小計税額,P/S区分,按分後金額,按分後税額,値引区分,部門販売フラグ,免税用商品区分,軽減税率対象品,伝票引除外,売上報告控除区分,(伝)現金,(伝)クレジット,(伝)売掛,(伝)その他,登録日時
4296888,2,2,20260203,1,01001049,FUNイオンモール幕張新都心,0,1105156007910,2900000192003,TR-014ﾄﾞﾛｽﾄWｼｬｰﾘﾝｸﾞPO,株式会社グッドクローズ,TC,GRAY,930.00,1,2799,279,10,2799,279,1,2799,279,1,3078,279,0,0,0,0,0,0,0,0,0,10007,2026/02/03 18:56:08
4296887,1,1,20260203,1,01001047,FUNラゾーナ川崎プラザ,0,1104117003130,2900000185463,4852050ﾄﾞﾛｽﾄｵﾌｼｮﾙKT,マディ株式会社,TC,IV,890.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,5058,2026/02/03 18:47:46
4296886,1,1,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1110150018010,2900000188587,4251020ﾋｮｳﾛｺﾞﾍﾞﾃｨPK,株式会社リブラボ,TC,BLACK,1400.00,1,1799,179,10,1799,179,1,1799,179,1,1979,180,0,0,0,0,0,0,0,0,0,5310,2026/02/03 18:52:56
4296886,2,2,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,110912309472A53,2900000173262,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,NV,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5310,2026/02/03 18:52:56
4296886,3,3,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,5310,2026/02/03 18:52:56
4296885,1,1,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1109149001012,2900000194571,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:50:39
4296885,2,2,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:50:39
4296884,1,1,20260203,1,01001053,FUNイオンモール高崎,0,110912309472A23,2900000173323,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,NV,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/03 18:53:36
4296882,1,1,20260203,1,01001034,FUNららぽーと富士見,0,1105122017650,2900000192867,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,Camouflage,730.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,2649,2026/02/03 18:52:10
4296882,2,2,20260203,1,01001034,FUNららぽーと富士見,0,9998998011112,2900000103818,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞS,その他,***,WH,7.00,0,10,1,10,10,1,1,10,1,1,11,1,0,0,0,0,0,0,0,0,0,2649,2026/02/03 18:52:10
4296881,1,1,20260203,1,01001052,FUNイオンモール四條畷,0,1504014009940,2900000191105,215959ﾊﾞｲｶﾗｰﾍﾟﾌﾟﾗﾑKT,サンフォード株式会社,ガーリー,CG,1140.00,1,1399,139,10,1399,139,1,1399,139,1,1538,139,0,0,0,0,0,0,0,0,0,1640,2026/02/03 18:54:24
4296880,1,1,20260203,1,01001052,FUNイオンモール四條畷,0,1105122017940,2900000192874,116KJ003ｽﾄｰﾝﾛｺﾞﾘﾌﾞCS,株式会社ＴｒｅｅＴｕｍｂｏ,TC,CG,730.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,10000,2026/02/03 18:50:26
4296880,2,2,20260203,1,01001052,FUNイオンモール四條畷,0,1109050052820,2900000189997,TGSS315ﾒｲｻｲﾌﾚｱPT,株式会社トップ,TC,KHA,990.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,10000,2026/02/03 18:50:26
4296880,3,3,20260203,1,01001052,FUNイオンモール四條畷,0,1109050049653,2900000185968,TGDK394ｶﾓﾌﾗﾜｲﾄﾞPT,株式会社トップ,TC,Camouflage,1050.00,1,1999,199,10,1999,199,1,1999,199,1,2199,200,0,0,0,0,0,0,0,0,0,10000,2026/02/03 18:50:26
4296880,4,4,20260203,1,01001052,FUNイオンモール四條畷,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,10000,2026/02/03 18:50:26
4296879,1,1,20260203,1,01001042,FUNイオンモール大高,0,1508122014313,2900000180949,25AW009ｺﾞｳﾋﾌﾟﾘｰﾂSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BROWN,1180.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,13856,2026/02/03 18:46:33
4296879,2,2,20260203,1,01001042,FUNイオンモール大高,0,1103120054310,2900000181694,247295-1ﾌｧｰFﾚｻﾞｰｼｮｰﾄJK,株式会社ワンズアーク,TC,BROWN,1790.00,1,4599,459,10,4599,459,1,4599,459,1,5059,460,0,0,0,0,0,0,0,0,0,13856,2026/02/03 18:46:33
4296879,3,3,20260203,1,01001042,FUNイオンモール大高,0,1115147022014,2900000182660,2287TRｱﾂｿﾞｺﾛﾝｸﾞﾌﾞｰﾂ,株式会社LEON,TC,BLACK,2150.00,1,4999,499,10,4999,499,1,4999,499,1,5498,499,0,0,0,0,0,0,0,0,0,13856,2026/02/03 18:46:33
4296878,1,1,20260203,1,01001054,FUNエミテラス所沢,0,1109050046012,2900000180758,TGDK375ﾀﾞﾒｰｼﾞﾚｰｽPT,株式会社トップ,TC,BLACK,1350.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,2000,2026/02/03 18:49:19
4296877,1,1,20260203,1,01001036,FUNイオンレイクタウン,0,1504014011130,2900000192355,216079ﾘﾎﾞﾝﾊﾟｲﾙｼﾞｬｶﾞｰﾄﾞKT,サンフォード株式会社,ガーリー,IV,1195.00,1,2599,259,10,2599,259,1,2599,259,1,2858,259,0,0,0,0,0,0,0,0,0,10858,2026/02/03 18:46:03
4296876,1,1,20260203,1,01001039,FUNイオンモールむさし村山,0,1511122006014,2900000157354,113KJ140-02ｶﾀﾚｰｽｷｬﾐ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BLACK,565.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,5056,2026/02/03 18:47:47
4296876,2,2,20260203,1,01001039,FUNイオンモールむさし村山,0,1504149023010,2900000191716,450754ﾌｪｻﾞｰｵﾌｼｮﾙKT,株式会社FUSION,ガーリー,BLACK,1100.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,5056,2026/02/03 18:47:47
4296876,3,3,20260203,1,01001039,FUNイオンモールむさし村山,0,1504157004530,2900000191846,fun-0010ﾋﾞｼﾞｭｹｰﾌﾞﾙKT,株式会社feast,ガーリー,VO,1130.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,5056,2026/02/03 18:47:47
4296875,1,1,20260203,1,01001044,FUNイオンモール太田,0,9998998014115,2900000103849,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞLL,その他,***,WH,46.00,0,60,6,10,60,6,1,60,6,1,66,6,0,0,0,0,1,0,0,0,0,10072,2026/02/03 18:38:09
4296875,2,2,20260203,1,01001044,FUNイオンモール太田,0,1101123004712,2900000192218,F-0204ﾃﾞﾆﾑﾐﾆOP,株式会社フラワージーンズ,TC,BLUE,1950.00,1,4999,499,10,4999,499,1,4999,499,1,4399,399,0,0,0,0,0,0,0,0,0,10072,2026/02/03 18:38:09
4296875,3,3,20260203,1,01001044,FUNイオンモール太田,0,1504149023130,2900000191723,450754ﾌｪｻﾞｰｵﾌｼｮﾙKT,株式会社FUSION,ガーリー,IV,1100.00,1,1599,159,10,1599,159,1,1599,159,1,1407,128,0,0,0,0,0,0,0,0,0,10072,2026/02/03 18:38:09
4296874,1,1,20260203,1,01001045,FUNイオンモール水戸内原,0,1504149024510,2900000194526,460052ｽｿﾚｰｽﾘﾎﾞﾝKT,株式会社FUSION,ガーリー,RD,1250.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,3958,2026/02/03 18:42:02
4296873,1,1,20260203,1,01001049,FUNイオンモール幕張新都心,0,1512022001720,2900000191495,37109TNﾁｪｯｸOPﾎﾞﾚﾛSET,株式会社谷口企画,ガーリー,NV,1950.00,1,3999,399,10,3999,399,1,3999,399,1,4398,399,0,0,0,0,0,0,0,0,0,4420,2026/02/03 18:46:26
4296873,2,2,20260203,1,01001049,FUNイオンモール幕張新都心,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,4420,2026/02/03 18:46:26
4296871,1,1,20260203,1,01001050,FUNイオンモール各務原,0,1502080012910,2900000191938,TR-0328ﾏﾙﾁｳｪｲCD,株式会社ケイスタイル,ガーリー,GRAY,1380.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,3958,2026/02/03 18:40:40
4296870,1,1,20260203,1,01001009,FUN千葉C-one,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,2030,2026/02/03 18:44:24
4296870,2,2,20260203,1,01001009,FUN千葉C-one,0,1504149022130,2900000191631,450702ﾓｰﾙｹｰﾌﾞﾙﾆｯﾄPK,株式会社FUSION,ガーリー,IV,1400.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,2030,2026/02/03 18:44:24
4296867,1,1,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,1113050062510,2900000181434,TGDK379ﾀﾞﾌﾞﾙﾎﾟｹｯﾄﾊﾞｯｸ,株式会社トップ,TC,RD,1150.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:35:11
4296867,2,2,20260203,1,01001055,FUN ＬＩＮＫＳ ＵＭＥＤＡ,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:35:11
4296866,1,1,20260203,1,01001008,FUN柏,0,1505050004910,2900000193031,TGSS317ﾊﾅｶﾞﾗｷｬﾐAS,株式会社トップ,ガーリー,GRAY,1050.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:37:11
4296866,2,2,20260203,1,01001008,FUN柏,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:37:11
4296865,1,1,20260203,1,01001028,FUNスマーク伊勢崎,0,1502014005010,2900000192911,216078ﾗﾒﾂｲｰﾄﾞCD,サンフォード株式会社,ガーリー,BLACK,1160.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,7059,2026/02/03 18:35:43
4296865,2,2,20260203,1,01001028,FUNスマーク伊勢崎,0,1508117003013,2900000185272,4852052ｽｴﾎﾟﾝﾋﾞｯﾄﾏｰﾒｲﾄﾞSK,マディ株式会社,ガーリー,BLACK,1100.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,7059,2026/02/03 18:35:43
4296865,3,3,20260203,1,01001028,FUNスマーク伊勢崎,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,7059,2026/02/03 18:35:43
4296863,1,1,20260203,1,01001038,FUNららぽーと海老名,0,1508122015012,2900000184473,24AW028-2ﾁｪｯｸﾐﾆSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BLACK,1080.00,1,1999,199,10,1999,199,1,1999,199,1,2198,199,0,0,0,0,0,0,0,0,0,2198,2026/02/03 18:35:34
4296862,1,1,20260203,1,01001047,FUNラゾーナ川崎プラザ,0,1105149022720,2900000194564,460043ｼﾞｯﾌﾟﾗﾒPO,株式会社FUSION,TC,NV,850.00,1,2399,239,10,2399,239,1,2399,239,1,2638,239,0,0,0,0,0,0,0,0,0,2638,2026/02/03 18:36:28
4296861,1,1,20260203,1,01001044,FUNイオンモール太田,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:33:38
4296861,2,2,20260203,1,01001044,FUNイオンモール太田,0,1110117073650,2900000189546,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,Camouflage,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3320,2026/02/03 18:33:38
4296860,1,1,20260203,1,01001049,FUNイオンモール幕張新都心,0,1110145019650,2900000190702,145009ﾜｯﾍﾟﾝﾛｺﾞPK,株式会社クロスツー,TC,Camouflage,1250.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,1758,2026/02/03 18:35:46
4296859,1,1,20260203,1,01001036,FUNイオンレイクタウン,0,1109123073071,2900000133167,F-0036CﾎﾞﾀﾝｽｷﾆｰPT,株式会社フラワージーンズ,TC,BK*WH,1080.00,1,1999,199,10,1999,199,1,1999,199,1,2198,199,0,0,0,0,0,0,0,0,0,2220,2026/02/03 18:34:41
4296859,2,2,20260203,1,01001036,FUNイオンレイクタウン,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,2220,2026/02/03 18:34:41
4296858,1,1,20260203,1,01001054,FUNエミテラス所沢,0,1109050046012,2900000180758,TGDK375ﾀﾞﾒｰｼﾞﾚｰｽPT,株式会社トップ,TC,BLACK,1350.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,2280,2026/02/03 18:29:45
4296858,2,2,20260203,1,01001054,FUNエミテラス所沢,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,2280,2026/02/03 18:29:45
4296857,1,1,20260203,1,01001052,FUNイオンモール四條畷,0,1110149022410,2900000194656,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,PI,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,3738,2026/02/03 18:27:54
4296856,1,1,20260203,1,01001038,FUNららぽーと海老名,0,1109122012013,2900000180970,25AW008ｺﾞｳﾋSP,株式会社ＴｒｅｅＴｕｍｂｏ,TC,BLACK,1030.00,1,2999,299,10,2999,299,1,2999,299,1,2639,239,0,0,0,0,0,0,0,0,0,2661,2026/02/03 18:26:07
4296856,2,2,20260203,1,01001038,FUNららぽーと海老名,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,1,0,0,0,0,2661,2026/02/03 18:26:07
4296855,1,1,20260203,1,01001047,FUNラゾーナ川崎プラザ,0,1506097005422,2900000177406,P-5801022WAYﾛﾝｸﾞCT,株式会社オレンジパートナーズ,ガーリー,PBJ,3490.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:24:32
4296855,2,2,20260203,1,01001047,FUNラゾーナ川崎プラザ,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:24:32
4296854,1,1,20260203,1,01001049,FUNイオンモール幕張新都心,0,1508049012130,2900000165199,10770ｽﾄｰﾝﾁｭｰﾙSK,株式会社パンプキン,ガーリー,IV,1080.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/03 18:18:31
4296853,1,1,20260203,1,01001056,FUNイオンモール岡山,0,110912309471A13,2900000173200,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,BLUE,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,5100,2026/02/03 18:21:25
4296853,2,2,20260203,1,01001056,FUNイオンモール岡山,0,1110014091910,2900000189287,2285868ﾊﾞｯｸｸﾛｽｼﾞｯﾌﾟPK,サンフォード株式会社,TC,GRAY,1300.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,5100,2026/02/03 18:21:25
4296852,1,1,20260203,1,01001009,FUN千葉C-one,0,1505049004010,2900000190207,36179ﾄﾞｯﾄｷｬﾐAS,株式会社パンプキン,ガーリー,BLACK,1350.00,1,1999,199,10,1999,199,1,1999,199,1,2198,199,0,0,0,0,0,0,0,0,0,2198,2026/02/03 18:22:32
4296851,1,1,20260203,1,01001008,FUN柏,0,1504149023130,2900000191723,450754ﾌｪｻﾞｰｵﾌｼｮﾙKT,株式会社FUSION,ガーリー,IV,1100.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,2000,2026/02/03 18:24:41
4296850,1,1,20260203,1,01001054,FUNエミテラス所沢,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:24:37
4296850,2,2,20260203,1,01001054,FUNエミテラス所沢,0,1110149022010,2900000194632,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,BLACK,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,5000,2026/02/03 18:24:37
4296849,1,1,20260203,1,01001052,FUNイオンモール四條畷,0,1109149001123,2900000194601,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,OFF,950.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,4837,2026/02/03 18:24:51
4296849,2,2,20260203,1,01001052,FUNイオンモール四條畷,0,1110149020910,2900000191785,450689ﾊﾞｯｸｽﾄｰﾝPO,株式会社FUSION,TC,GRAY,1050.00,1,1399,139,10,1399,139,1,1399,139,1,1539,140,0,0,0,0,0,0,0,0,0,4837,2026/02/03 18:24:51
4296848,1,1,20260203,1,01001009,FUN千葉C-one,0,1104050048010,2900000188952,TGDK411ﾎﾞｰﾀﾞｰｼｬｷﾞｰKT(F),株式会社トップ,TC,BLACK,850.00,1,999,99,10,999,99,1,999,99,1,1098,99,0,0,0,0,0,0,0,0,0,10000,2026/02/03 18:19:55
4296847,1,1,20260203,1,01001009,FUN千葉C-one,0,1109123074733,2900000131750,F-0101DｽﾄﾚｰﾄﾍﾞﾙﾄPT,株式会社フラワージーンズ,TC,SAX,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,10200,2026/02/03 18:18:34
4296847,2,2,20260203,1,01001009,FUN千葉C-one,0,1502124001130,2900000192683,80995ｴﾘﾋﾞｼﾞｭCD,株式会社アンシェル,ガーリー,IV,1270.00,1,1599,159,10,1599,159,1,1599,159,1,1759,160,0,0,0,0,0,0,0,0,0,10200,2026/02/03 18:18:34
4296847,3,3,20260203,1,01001009,FUN千葉C-one,0,11151580041305,2900000190658,2458TRｶｽﾀﾑｽﾆｰｶｰ,株式会社ﾐｭｰﾃｰｼｮﾝ,TC,IV,1750.00,1,4599,459,10,4599,459,1,4599,459,1,5058,459,0,0,0,0,0,0,0,0,0,10200,2026/02/03 18:18:34
4296847,4,4,20260203,1,01001009,FUN千葉C-one,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,10200,2026/02/03 18:18:34
4296846,1,1,20260203,1,01001054,FUNエミテラス所沢,0,1110149022010,2900000194632,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,BLACK,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3738,339,0,0,0,0,0,0,0,0,0,5060,2026/02/03 18:17:01
4296846,2,2,20260203,1,01001054,FUNエミテラス所沢,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,5060,2026/02/03 18:17:01
4296845,1,1,20260203,1,01001040,FUNららぽーと湘南平塚,0,9998998013114,2900000103832,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞL,その他,***,WH,22.00,0,30,3,10,30,3,1,30,3,1,33,3,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296845,2,2,20260203,1,01001040,FUNららぽーと湘南平塚,0,1502014005010,2900000192911,216078ﾗﾒﾂｲｰﾄﾞCD,サンフォード株式会社,ガーリー,BLACK,1160.00,1,3399,339,10,3399,339,1,3399,339,1,3739,340,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296845,3,3,20260203,1,01001040,FUNららぽーと湘南平塚,0,1110117073940,2900000189560,4859609ﾗﾒﾛｺﾞｼﾞｯﾌﾟPK,マディ株式会社,TC,CG,1310.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296845,4,4,20260203,1,01001040,FUNららぽーと湘南平塚,0,1508117003013,2900000185272,4852052ｽｴﾎﾟﾝﾋﾞｯﾄﾏｰﾒｲﾄﾞSK,マディ株式会社,ガーリー,BLACK,1100.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296845,5,5,20260203,1,01001040,FUNららぽーと湘南平塚,0,1504014011130,2900000192355,216079ﾘﾎﾞﾝﾊﾟｲﾙｼﾞｬｶﾞｰﾄﾞKT,サンフォード株式会社,ガーリー,IV,1195.00,1,2599,259,10,2599,259,1,2599,259,1,2859,260,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296845,6,6,20260203,1,01001040,FUNららぽーと湘南平塚,0,1109123091793,2900000163492,F-0186ﾗｲﾝｽﾄｰﾝﾃﾞﾆﾑPT,株式会社フラワージーンズ,TC,BL系,1400.00,1,3599,359,10,3599,359,1,3599,359,1,3958,359,0,0,0,0,0,0,0,0,0,17187,2026/02/03 18:18:46
4296843,1,1,20260203,1,01001045,FUNイオンモール水戸内原,0,1508049017013,2900000190788,22298ﾏｰﾒｲﾄﾞSK,株式会社パンプキン,ガーリー,BLACK,1180.00,1,999,99,10,999,99,1,999,99,1,1098,99,0,0,0,0,0,0,0,0,0,1200,2026/02/03 18:11:37
4296841,1,1,20260203,1,01001036,FUNイオンレイクタウン,0,1504080024910,2900000191969,TR-0330ｹｰﾌﾞﾙﾌｰﾄﾞKT,株式会社ケイスタイル,ガーリー,GRAY,1180.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,10320,2026/02/03 18:13:50
4296841,2,2,20260203,1,01001036,FUNイオンレイクタウン,0,9998998012113,2900000103825,NｼｮｯﾋﾟﾝｸﾞﾊﾞｯｸﾞM,その他,***,WH,11.00,0,20,2,10,20,2,1,20,2,1,22,2,0,0,0,0,0,0,0,0,0,10320,2026/02/03 18:13:50
4296840,1,1,20260203,1,01001036,FUNイオンレイクタウン,0,110912309472A14,2900000173316,F-0194ﾃﾞﾆﾑﾌﾚｱｰPT,株式会社フラワージーンズ,TC,NV,1370.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3298,2026/02/03 18:12:25
4296839,1,1,20260203,1,01001009,FUN千葉C-one,0,1110014091650,2900000189270,2285868ﾊﾞｯｸｸﾛｽｼﾞｯﾌﾟPK,サンフォード株式会社,TC,Camouflage,1300.00,1,1599,159,10,1599,159,1,1599,159,1,1758,159,0,0,0,0,0,0,0,0,0,2000,2026/02/03 18:11:02
4296838,1,1,20260203,1,01001008,FUN柏,0,1508122014312,2900000180932,25AW009ｺﾞｳﾋﾌﾟﾘｰﾂSK,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BROWN,1180.00,1,2999,299,10,2999,299,1,2999,299,1,3298,299,0,0,0,0,0,0,0,0,0,3500,2026/02/03 18:10:38
4296837,1,1,20260203,1,01001036,FUNイオンレイクタウン,0,1511122010013,2900000184565,115KJ486ﾚｰｽﾏﾙﾁｳｪｲｷｬﾐ,株式会社ＴｒｅｅＴｕｍｂｏ,ガーリー,BLACK,625.00,1,1799,179,10,1799,179,1,1799,179,1,1978,179,0,0,0,0,0,0,0,0,0,1978,2026/02/03 18:10:37
4296836,1,1,20260203,1,01001052,FUNイオンモール四條畷,0,1110149022010,2900000194632,450722ﾑﾗﾗﾒｼｼｭｳPK,株式会社FUSION,TC,BLACK,1250.00,1,3399,339,10,3399,339,1,3399,339,1,3739,340,0,0,0,0,0,0,0,0,0,14108,2026/02/03 18:11:28
4296836,2,2,20260203,1,01001052,FUNイオンモール四條畷,0,1109149001012,2900000194571,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,14108,2026/02/03 18:11:28
4296836,3,3,20260203,1,01001052,FUNイオンモール四條畷,0,1109149001013,2900000194588,450723ﾑﾗﾗﾒｽｳｪｯﾄPT,株式会社FUSION,TC,BLACK,950.00,1,2999,299,10,2999,299,1,2999,299,1,3299,300,0,0,0,0,0,0,0,0,0,14108,2026/02/03 18:11:28
